Parcel_ID,Parcel_Number,Ring,Sector,Full_Address,X_Coordinate_Feet,Y_Coordinate_Feet,Latitude,Longitude,Inner_Radius,Outer_Radius
BRC-0526,526,MidCity,3:26,"3:26 & MidCity",-1010,4205,40.797954,-119.210003,3450,5200
BRC-0527,527,MidCity,3:28,"3:28 & MidCity",-1083,4187,40.797903,-119.210257,3450,5200
BRC-0528,528,MidCity,3:30,"3:30 & MidCity",-1156,4168,40.797850,-119.210510,3450,5200
BRC-0529,529,MidCity,3:32,"3:32 & MidCity",-1228,4147,40.797793,-119.210762,3450,5200
BRC-0530,530,MidCity,3:34,"3:34 & MidCity",-1301,4125,40.797732,-119.211013,3450,5200
BRC-0531,531,MidCity,3:36,"3:36 & MidCity",-1372,4101,40.797668,-119.211262,3450,5200
BRC-0532,532,MidCity,3:38,"3:38 & MidCity",-1444,4077,40.797600,-119.211509,3450,5200
BRC-0533,533,MidCity,3:40,"3:40 & MidCity",-1515,4051,40.797529,-119.211756,3450,5200
BRC-0534,534,MidCity,3:42,"3:42 & MidCity",-1585,4024,40.797455,-119.212000,3450,5200
BRC-0535,535,MidCity,3:44,"3:44 & MidCity",-1655,3996,40.797377,-119.212243,3450,5200
BRC-0536,536,MidCity,3:46,"3:46 & MidCity",-1725,3966,40.797296,-119.212484,3450,5200
BRC-0537,537,MidCity,3:48,"3:48 & MidCity",-1794,3936,40.797212,-119.212723,3450,5200
BRC-0538,538,MidCity,3:50,"3:50 & MidCity",-1862,3904,40.797124,-119.212961,3450,5200
BRC-0539,539,MidCity,3:52,"3:52 & MidCity",-1930,3871,40.797033,-119.213196,3450,5200
BRC-0540,540,MidCity,3:54,"3:54 & MidCity",-1997,3836,40.796939,-119.213429,3450,5200
BRC-0541,541,MidCity,3:56,"3:56 & MidCity",-2064,3801,40.796842,-119.213661,3450,5200
BRC-0542,542,MidCity,3:58,"3:58 & MidCity",-2130,3764,40.796741,-119.213890,3450,5200
BRC-0543,543,MidCity,4:00,"4:00 & MidCity",-2195,3727,40.796638,-119.214117,3450,5200
BRC-0544,544,MidCity,4:02,"4:02 & MidCity",-2260,3688,40.796531,-119.214341,3450,5200
BRC-0545,545,MidCity,4:04,"4:04 & MidCity",-2324,3648,40.796421,-119.214563,3450,5200
BRC-0546,546,MidCity,4:06,"4:06 & MidCity",-2387,3607,40.796308,-119.214783,3450,5200
BRC-0547,547,MidCity,4:08,"4:08 & MidCity",-2450,3564,40.796192,-119.215000,3450,5200
BRC-0548,548,MidCity,4:10,"4:10 & MidCity",-2512,3521,40.796073,-119.215215,3450,5200
BRC-0549,549,MidCity,4:12,"4:12 & MidCity",-2573,3477,40.795951,-119.215426,3450,5200
BRC-0550,550,MidCity,4:14,"4:14 & MidCity",-2633,3431,40.795827,-119.215636,3450,5200
BRC-0551,551,MidCity,4:16,"4:16 & MidCity",-2692,3385,40.795699,-119.215842,3450,5200
BRC-0552,552,MidCity,4:18,"4:18 & MidCity",-2751,3337,40.795568,-119.216046,3450,5200
BRC-0553,553,MidCity,4:20,"4:20 & MidCity",-2809,3289,40.795435,-119.216246,3450,5200
BRC-0554,554,MidCity,4:22,"4:22 & MidCity",-2866,3239,40.795299,-119.216444,3450,5200
BRC-0555,555,MidCity,4:24,"4:24 & MidCity",-2922,3189,40.795160,-119.216639,3450,5200
BRC-0556,556,MidCity,4:26,"4:26 & MidCity",-2977,3137,40.795019,-119.216830,3450,5200
BRC-0557,557,MidCity,4:28,"4:28 & MidCity",-3031,3085,40.794875,-119.217019,3450,5200
BRC-0558,558,MidCity,4:30,"4:30 & MidCity",-3085,3031,40.794728,-119.217204,3450,5200
BRC-0559,559,MidCity,4:32,"4:32 & MidCity",-3137,2977,40.794579,-119.217386,3450,5200
BRC-0560,560,MidCity,4:34,"4:34 & MidCity",-3189,2922,40.794427,-119.217564,3450,5200
BRC-0561,561,MidCity,4:36,"4:36 & MidCity",-3239,2866,40.794273,-119.217740,3450,5200
BRC-0562,562,MidCity,4:38,"4:38 & MidCity",-3289,2809,40.794117,-119.217911,3450,5200
BRC-0563,563,MidCity,4:40,"4:40 & MidCity",-3337,2751,40.793958,-119.218080,3450,5200
BRC-0564,564,MidCity,4:42,"4:42 & MidCity",-3385,2692,40.793797,-119.218245,3450,5200
BRC-0565,565,MidCity,4:44,"4:44 & MidCity",-3431,2633,40.793633,-119.218406,3450,5200
BRC-0566,566,MidCity,4:46,"4:46 & MidCity",-3477,2573,40.793468,-119.218563,3450,5200
BRC-0567,567,MidCity,4:48,"4:48 & MidCity",-3521,2512,40.793300,-119.218717,3450,5200
BRC-0568,568,MidCity,4:50,"4:50 & MidCity",-3564,2450,40.793130,-119.218868,3450,5200
BRC-0569,569,MidCity,4:52,"4:52 & MidCity",-3607,2387,40.792958,-119.219014,3450,5200
BRC-0570,570,MidCity,4:54,"4:54 & MidCity",-3648,2324,40.792784,-119.219157,3450,5200
BRC-0571,571,MidCity,4:56,"4:56 & MidCity",-3688,2260,40.792608,-119.219296,3450,5200
BRC-0572,572,MidCity,4:58,"4:58 & MidCity",-3727,2195,40.792431,-119.219430,3450,5200
BRC-0573,573,MidCity,5:00,"5:00 & MidCity",-3764,2130,40.792251,-119.219561,3450,5200
BRC-0574,574,MidCity,5:02,"5:02 & MidCity",-3801,2064,40.792070,-119.219688,3450,5200
BRC-0575,575,MidCity,5:04,"5:04 & MidCity",-3836,1997,40.791886,-119.219811,3450,5200
BRC-0576,576,MidCity,5:06,"5:06 & MidCity",-3871,1930,40.791702,-119.219930,3450,5200
BRC-0577,577,MidCity,5:08,"5:08 & MidCity",-3904,1862,40.791515,-119.220045,3450,5200
BRC-0578,578,MidCity,5:10,"5:10 & MidCity",-3936,1794,40.791327,-119.220156,3450,5200
BRC-0579,579,MidCity,5:12,"5:12 & MidCity",-3966,1725,40.791138,-119.220262,3450,5200
BRC-0580,580,MidCity,5:14,"5:14 & MidCity",-3996,1655,40.790947,-119.220365,3450,5200
BRC-0581,581,MidCity,5:16,"5:16 & MidCity",-4024,1585,40.790755,-119.220463,3450,5200
BRC-0582,582,MidCity,5:18,"5:18 & MidCity",-4051,1515,40.790561,-119.220557,3450,5200
BRC-0583,583,MidCity,5:20,"5:20 & MidCity",-4077,1444,40.790366,-119.220646,3450,5200
BRC-0584,584,MidCity,5:22,"5:22 & MidCity",-4101,1372,40.790170,-119.220731,3450,5200
BRC-0585,585,MidCity,5:24,"5:24 & MidCity",-4125,1301,40.789973,-119.220812,3450,5200
BRC-0586,586,MidCity,5:26,"5:26 & MidCity",-4147,1228,40.789775,-119.220889,3450,5200
BRC-0587,587,MidCity,5:28,"5:28 & MidCity",-4168,1156,40.789575,-119.220961,3450,5200
BRC-0588,588,MidCity,5:30,"5:30 & MidCity",-4187,1083,40.789375,-119.221029,3450,5200
BRC-0589,589,MidCity,5:32,"5:32 & MidCity",-4205,1010,40.789174,-119.221092,3450,5200
BRC-0590,590,MidCity,5:34,"5:34 & MidCity",-4222,936,40.788972,-119.221151,3450,5200
BRC-0591,591,MidCity,5:36,"5:36 & MidCity",-4238,862,40.788769,-119.221206,3450,5200
BRC-0592,592,MidCity,5:38,"5:38 & MidCity",-4253,788,40.788565,-119.221256,3450,5200
BRC-0593,593,MidCity,5:40,"5:40 & MidCity",-4266,714,40.788361,-119.221301,3450,5200
BRC-0594,594,MidCity,5:42,"5:42 & MidCity",-4277,639,40.788156,-119.221342,3450,5200
BRC-0595,595,MidCity,5:44,"5:44 & MidCity",-4288,565,40.787951,-119.221379,3450,5200
BRC-0596,596,MidCity,5:46,"5:46 & MidCity",-4297,490,40.787745,-119.221410,3450,5200
BRC-0597,597,MidCity,5:48,"5:48 & MidCity",-4305,415,40.787539,-119.221438,3450,5200
BRC-0598,598,MidCity,5:50,"5:50 & MidCity",-4312,339,40.787332,-119.221461,3450,5200
BRC-0599,599,MidCity,5:52,"5:52 & MidCity",-4317,264,40.787125,-119.221479,3450,5200
BRC-0600,600,MidCity,5:54,"5:54 & MidCity",-4321,189,40.786918,-119.221493,3450,5200
BRC-0601,601,MidCity,5:56,"5:56 & MidCity",-4324,113,40.786711,-119.221502,3450,5200
BRC-0602,602,MidCity,5:58,"5:58 & MidCity",-4325,38,40.786504,-119.221506,3450,5200
BRC-0603,603,MidCity,6:00,"6:00 & MidCity",-4325,-38,40.786296,-119.221506,3450,5200
BRC-0604,604,MidCity,6:02,"6:02 & MidCity",-4324,-113,40.786089,-119.221502,3450,5200
BRC-0605,605,MidCity,6:04,"6:04 & MidCity",-4321,-189,40.785882,-119.221493,3450,5200
BRC-0606,606,MidCity,6:06,"6:06 & MidCity",-4317,-264,40.785675,-119.221479,3450,5200
BRC-0607,607,MidCity,6:08,"6:08 & MidCity",-4312,-339,40.785468,-119.221461,3450,5200
BRC-0608,608,MidCity,6:10,"6:10 & MidCity",-4305,-415,40.785261,-119.221438,3450,5200
BRC-0609,609,MidCity,6:12,"6:12 & MidCity",-4297,-490,40.785055,-119.221410,3450,5200
BRC-0610,610,MidCity,6:14,"6:14 & MidCity",-4288,-565,40.784849,-119.221379,3450,5200
BRC-0611,611,MidCity,6:16,"6:16 & MidCity",-4277,-639,40.784644,-119.221342,3450,5200
BRC-0612,612,MidCity,6:18,"6:18 & MidCity",-4266,-714,40.784439,-119.221301,3450,5200
BRC-0613,613,MidCity,6:20,"6:20 & MidCity",-4253,-788,40.784235,-119.221256,3450,5200
BRC-0614,614,MidCity,6:22,"6:22 & MidCity",-4238,-862,40.784031,-119.221206,3450,5200
BRC-0615,615,MidCity,6:24,"6:24 & MidCity",-4222,-936,40.783828,-119.221151,3450,5200
BRC-0616,616,MidCity,6:26,"6:26 & MidCity",-4205,-1010,40.783626,-119.221092,3450,5200
BRC-0617,617,MidCity,6:28,"6:28 & MidCity",-4187,-1083,40.783425,-119.221029,3450,5200
BRC-0618,618,MidCity,6:30,"6:30 & MidCity",-4168,-1156,40.783225,-119.220961,3450,5200
BRC-0619,619,MidCity,6:32,"6:32 & MidCity",-4147,-1228,40.783025,-119.220889,3450,5200
BRC-0620,620,MidCity,6:34,"6:34 & MidCity",-4125,-1301,40.782827,-119.220812,3450,5200
BRC-0621,621,MidCity,6:36,"6:36 & MidCity",-4101,-1372,40.782630,-119.220731,3450,5200
BRC-0622,622,MidCity,6:38,"6:38 & MidCity",-4077,-1444,40.782434,-119.220646,3450,5200
BRC-0623,623,MidCity,6:40,"6:40 & MidCity",-4051,-1515,40.782239,-119.220557,3450,5200
BRC-0624,624,MidCity,6:42,"6:42 & MidCity",-4024,-1585,40.782045,-119.220463,3450,5200
BRC-0625,625,MidCity,6:44,"6:44 & MidCity",-3996,-1655,40.781853,-119.220365,3450,5200
BRC-0626,626,MidCity,6:46,"6:46 & MidCity",-3966,-1725,40.781662,-119.220262,3450,5200
BRC-0627,627,MidCity,6:48,"6:48 & MidCity",-3936,-1794,40.781473,-119.220156,3450,5200
BRC-0628,628,MidCity,6:50,"6:50 & MidCity",-3904,-1862,40.781285,-119.220045,3450,5200
BRC-0629,629,MidCity,6:52,"6:52 & MidCity",-3871,-1930,40.781098,-119.219930,3450,5200
BRC-0630,630,MidCity,6:54,"6:54 & MidCity",-3836,-1997,40.780914,-119.219811,3450,5200
BRC-0631,631,MidCity,6:56,"6:56 & MidCity",-3801,-2064,40.780730,-119.219688,3450,5200
BRC-0632,632,MidCity,6:58,"6:58 & MidCity",-3764,-2130,40.780549,-119.219561,3450,5200
BRC-0633,633,MidCity,7:00,"7:00 & MidCity",-3727,-2195,40.780369,-119.219430,3450,5200
BRC-0634,634,MidCity,7:02,"7:02 & MidCity",-3688,-2260,40.780192,-119.219296,3450,5200
BRC-0635,635,MidCity,7:04,"7:04 & MidCity",-3648,-2324,40.780016,-119.219157,3450,5200
BRC-0636,636,MidCity,7:06,"7:06 & MidCity",-3607,-2387,40.779842,-119.219014,3450,5200
BRC-0637,637,MidCity,7:08,"7:08 & MidCity",-3564,-2450,40.779670,-119.218868,3450,5200
BRC-0638,638,MidCity,7:10,"7:10 & MidCity",-3521,-2512,40.779500,-119.218717,3450,5200
BRC-0639,639,MidCity,7:12,"7:12 & MidCity",-3477,-2573,40.779332,-119.218563,3450,5200
BRC-0640,640,MidCity,7:14,"7:14 & MidCity",-3431,-2633,40.779167,-119.218406,3450,5200
BRC-0641,641,MidCity,7:16,"7:16 & MidCity",-3385,-2692,40.779003,-119.218245,3450,5200
BRC-0642,642,MidCity,7:18,"7:18 & MidCity",-3337,-2751,40.778842,-119.218080,3450,5200
BRC-0643,643,MidCity,7:20,"7:20 & MidCity",-3289,-2809,40.778683,-119.217911,3450,5200
BRC-0644,644,MidCity,7:22,"7:22 & MidCity",-3239,-2866,40.778527,-119.217740,3450,5200
BRC-0645,645,MidCity,7:24,"7:24 & MidCity",-3189,-2922,40.778373,-119.217564,3450,5200
BRC-0646,646,MidCity,7:26,"7:26 & MidCity",-3137,-2977,40.778221,-119.217386,3450,5200
BRC-0647,647,MidCity,7:28,"7:28 & MidCity",-3085,-3031,40.778072,-119.217204,3450,5200
BRC-0648,648,MidCity,7:30,"7:30 & MidCity",-3031,-3085,40.777925,-119.217019,3450,5200
BRC-0649,649,MidCity,7:32,"7:32 & MidCity",-2977,-3137,40.777781,-119.216830,3450,5200
BRC-0650,650,MidCity,7:34,"7:34 & MidCity",-2922,-3189,40.777640,-119.216639,3450,5200
BRC-0651,651,MidCity,7:36,"7:36 & MidCity",-2866,-3239,40.777501,-119.216444,3450,5200
BRC-0652,652,MidCity,7:38,"7:38 & MidCity",-2809,-3289,40.777365,-119.216246,3450,5200
BRC-0653,653,MidCity,7:40,"7:40 & MidCity",-2751,-3337,40.777232,-119.216046,3450,5200
BRC-0654,654,MidCity,7:42,"7:42 & MidCity",-2692,-3385,40.777101,-119.215842,3450,5200
BRC-0655,655,MidCity,7:44,"7:44 & MidCity",-2633,-3431,40.776973,-119.215636,3450,5200
BRC-0656,656,MidCity,7:46,"7:46 & MidCity",-2573,-3477,40.776849,-119.215426,3450,5200
BRC-0657,657,MidCity,7:48,"7:48 & MidCity",-2512,-3521,40.776727,-119.215215,3450,5200
BRC-0658,658,MidCity,7:50,"7:50 & MidCity",-2450,-3564,40.776608,-119.215000,3450,5200
BRC-0659,659,MidCity,7:52,"7:52 & MidCity",-2387,-3607,40.776492,-119.214783,3450,5200
BRC-0660,660,MidCity,7:54,"7:54 & MidCity",-2324,-3648,40.776379,-119.214563,3450,5200
BRC-0661,661,MidCity,7:56,"7:56 & MidCity",-2260,-3688,40.776269,-119.214341,3450,5200
BRC-0662,662,MidCity,7:58,"7:58 & MidCity",-2195,-3727,40.776162,-119.214117,3450,5200
BRC-0663,663,MidCity,8:00,"8:00 & MidCity",-2130,-3764,40.776059,-119.213890,3450,5200
BRC-0664,664,MidCity,8:02,"8:02 & MidCity",-2064,-3801,40.775958,-119.213661,3450,5200
BRC-0665,665,MidCity,8:04,"8:04 & MidCity",-1997,-3836,40.775861,-119.213429,3450,5200
BRC-0666,666,MidCity,8:06,"8:06 & MidCity",-1930,-3871,40.775767,-119.213196,3450,5200
BRC-0667,667,MidCity,8:08,"8:08 & MidCity",-1862,-3904,40.775676,-119.212961,3450,5200
BRC-0668,668,MidCity,8:10,"8:10 & MidCity",-1794,-3936,40.775588,-119.212723,3450,5200
BRC-0669,669,MidCity,8:12,"8:12 & MidCity",-1725,-3966,40.775504,-119.212484,3450,5200
BRC-0670,670,MidCity,8:14,"8:14 & MidCity",-1655,-3996,40.775423,-119.212243,3450,5200
BRC-0671,671,MidCity,8:16,"8:16 & MidCity",-1585,-4024,40.775345,-119.212000,3450,5200
BRC-0672,672,MidCity,8:18,"8:18 & MidCity",-1515,-4051,40.775271,-119.211756,3450,5200
BRC-0673,673,MidCity,8:20,"8:20 & MidCity",-1444,-4077,40.775200,-119.211509,3450,5200
BRC-0674,674,MidCity,8:22,"8:22 & MidCity",-1372,-4101,40.775132,-119.211262,3450,5200
BRC-0675,675,MidCity,8:24,"8:24 & MidCity",-1301,-4125,40.775068,-119.211013,3450,5200
BRC-0676,676,MidCity,8:26,"8:26 & MidCity",-1228,-4147,40.775007,-119.210762,3450,5200
BRC-0677,677,MidCity,8:28,"8:28 & MidCity",-1156,-4168,40.774950,-119.210510,3450,5200
BRC-0678,678,MidCity,8:30,"8:30 & MidCity",-1083,-4187,40.774897,-119.210257,3450,5200
BRC-0679,679,MidCity,8:32,"8:32 & MidCity",-1010,-4205,40.774846,-119.210003,3450,5200
BRC-0680,680,MidCity,8:34,"8:34 & MidCity",-936,-4222,40.774800,-119.209748,3450,5200
BRC-0681,681,MidCity,8:36,"8:36 & MidCity",-862,-4238,40.774757,-119.209492,3450,5200
BRC-0682,682,MidCity,8:38,"8:38 & MidCity",-788,-4253,40.774717,-119.209235,3450,5200
BRC-0683,683,MidCity,8:40,"8:40 & MidCity",-714,-4266,40.774681,-119.208977,3450,5200
BRC-0684,684,MidCity,8:42,"8:42 & MidCity",-639,-4277,40.774649,-119.208718,3450,5200
BRC-0685,685,MidCity,8:44,"8:44 & MidCity",-565,-4288,40.774620,-119.208459,3450,5200
BRC-0686,686,MidCity,8:46,"8:46 & MidCity",-490,-4297,40.774595,-119.208199,3450,5200
BRC-0687,687,MidCity,8:48,"8:48 & MidCity",-415,-4305,40.774573,-119.207938,3450,5200
BRC-0688,688,MidCity,8:50,"8:50 & MidCity",-339,-4312,40.774555,-119.207677,3450,5200
BRC-0689,689,MidCity,8:52,"8:52 & MidCity",-264,-4317,40.774540,-119.207416,3450,5200
BRC-0690,690,MidCity,8:54,"8:54 & MidCity",-189,-4321,40.774529,-119.207155,3450,5200
BRC-0691,691,MidCity,8:56,"8:56 & MidCity",-113,-4324,40.774522,-119.206893,3450,5200
BRC-0692,692,MidCity,8:58,"8:58 & MidCity",-38,-4325,40.774519,-119.206631,3450,5200
BRC-0693,693,MidCity,9:00,"9:00 & MidCity",38,-4325,40.774519,-119.206369,3450,5200
BRC-0694,694,MidCity,9:02,"9:02 & MidCity",113,-4324,40.774522,-119.206107,3450,5200
BRC-0695,695,MidCity,9:04,"9:04 & MidCity",189,-4321,40.774529,-119.205845,3450,5200
BRC-0696,696,MidCity,9:06,"9:06 & MidCity",264,-4317,40.774540,-119.205584,3450,5200
BRC-0697,697,MidCity,9:08,"9:08 & MidCity",339,-4312,40.774555,-119.205323,3450,5200
BRC-0698,698,MidCity,9:10,"9:10 & MidCity",415,-4305,40.774573,-119.205062,3450,5200
BRC-0699,699,MidCity,9:12,"9:12 & MidCity",490,-4297,40.774595,-119.204801,3450,5200
BRC-0700,700,MidCity,9:14,"9:14 & MidCity",565,-4288,40.774620,-119.204541,3450,5200
BRC-0701,701,MidCity,9:16,"9:16 & MidCity",639,-4277,40.774649,-119.204282,3450,5200
BRC-0702,702,MidCity,9:18,"9:18 & MidCity",714,-4266,40.774681,-119.204023,3450,5200
BRC-0703,703,MidCity,9:20,"9:20 & MidCity",788,-4253,40.774717,-119.203765,3450,5200
BRC-0704,704,MidCity,9:22,"9:22 & MidCity",862,-4238,40.774757,-119.203508,3450,5200
BRC-0705,705,MidCity,9:24,"9:24 & MidCity",936,-4222,40.774800,-119.203252,3450,5200
BRC-0706,706,MidCity,9:26,"9:26 & MidCity",1010,-4205,40.774846,-119.202997,3450,5200
BRC-0707,707,MidCity,9:28,"9:28 & MidCity",1083,-4187,40.774897,-119.202743,3450,5200
BRC-0708,708,MidCity,9:30,"9:30 & MidCity",1156,-4168,40.774950,-119.202490,3450,5200
BRC-0709,709,MidCity,9:32,"9:32 & MidCity",1228,-4147,40.775007,-119.202238,3450,5200
BRC-0710,710,MidCity,9:34,"9:34 & MidCity",1301,-4125,40.775068,-119.201987,3450,5200
BRC-0711,711,MidCity,9:36,"9:36 & MidCity",1372,-4101,40.775132,-119.201738,3450,5200
BRC-0712,712,MidCity,9:38,"9:38 & MidCity",1444,-4077,40.775200,-119.201491,3450,5200
BRC-0713,713,MidCity,9:40,"9:40 & MidCity",1515,-4051,40.775271,-119.201244,3450,5200
BRC-0714,714,MidCity,9:42,"9:42 & MidCity",1585,-4024,40.775345,-119.201000,3450,5200
BRC-0715,715,MidCity,9:44,"9:44 & MidCity",1655,-3996,40.775423,-119.200757,3450,5200
BRC-0716,716,MidCity,9:46,"9:46 & MidCity",1725,-3966,40.775504,-119.200516,3450,5200
BRC-0717,717,MidCity,9:48,"9:48 & MidCity",1794,-3936,40.775588,-119.200277,3450,5200
BRC-0718,718,MidCity,9:50,"9:50 & MidCity",1862,-3904,40.775676,-119.200039,3450,5200
BRC-0719,719,MidCity,9:52,"9:52 & MidCity",1930,-3871,40.775767,-119.199804,3450,5200
BRC-0720,720,MidCity,9:54,"9:54 & MidCity",1997,-3836,40.775861,-119.199571,3450,5200
BRC-0721,721,MidCity,9:56,"9:56 & MidCity",2064,-3801,40.775958,-119.199339,3450,5200
BRC-0722,722,MidCity,9:58,"9:58 & MidCity",2130,-3764,40.776059,-119.199110,3450,5200
BRC-0723,723,MidCity,10:00,"10:00 & MidCity",2195,-3727,40.776162,-119.198883,3450,5200
BRC-0724,724,Igopogo,2:00,"2:00 & Igopogo",3170,5603,40.801793,-119.195501,5200,7675
BRC-0725,725,Igopogo,2:02,"2:02 & Igopogo",3072,5657,40.801942,-119.195842,5200,7675
BRC-0726,726,Igopogo,2:04,"2:04 & Igopogo",2973,5710,40.802087,-119.196186,5200,7675
BRC-0727,727,Igopogo,2:06,"2:06 & Igopogo",2872,5761,40.802227,-119.196533,5200,7675
BRC-0728,728,Igopogo,2:08,"2:08 & Igopogo",2771,5810,40.802363,-119.196884,5200,7675
BRC-0729,729,Igopogo,2:10,"2:10 & Igopogo",2670,5858,40.802493,-119.197237,5200,7675
BRC-0730,730,Igopogo,2:12,"2:12 & Igopogo",2567,5904,40.802619,-119.197593,5200,7675
BRC-0731,731,Igopogo,2:14,"2:14 & Igopogo",2464,5947,40.802739,-119.197952,5200,7675
BRC-0732,732,Igopogo,2:16,"2:16 & Igopogo",2359,5990,40.802855,-119.198313,5200,7675
BRC-0733,733,Igopogo,2:18,"2:18 & Igopogo",2254,6030,40.802965,-119.198677,5200,7675
BRC-0734,734,Igopogo,2:20,"2:20 & Igopogo",2149,6068,40.803071,-119.199044,5200,7675
BRC-0735,735,Igopogo,2:22,"2:22 & Igopogo",2043,6105,40.803172,-119.199412,5200,7675
BRC-0736,736,Igopogo,2:24,"2:24 & Igopogo",1936,6140,40.803267,-119.199783,5200,7675
BRC-0737,737,Igopogo,2:26,"2:26 & Igopogo",1828,6172,40.803357,-119.200156,5200,7675
BRC-0738,738,Igopogo,2:28,"2:28 & Igopogo",1720,6203,40.803442,-119.200531,5200,7675
BRC-0739,739,Igopogo,2:30,"2:30 & Igopogo",1612,6232,40.803522,-119.200907,5200,7675
BRC-0740,740,Igopogo,2:32,"2:32 & Igopogo",1503,6260,40.803597,-119.201286,5200,7675
BRC-0741,741,Igopogo,2:34,"2:34 & Igopogo",1393,6285,40.803666,-119.201665,5200,7675
BRC-0742,742,Igopogo,2:36,"2:36 & Igopogo",1283,6308,40.803730,-119.202047,5200,7675
BRC-0743,743,Igopogo,2:38,"2:38 & Igopogo",1173,6330,40.803789,-119.202429,5200,7675
BRC-0744,744,Igopogo,2:40,"2:40 & Igopogo",1062,6349,40.803843,-119.202813,5200,7675
BRC-0745,745,Igopogo,2:42,"2:42 & Igopogo",952,6367,40.803891,-119.203198,5200,7675
BRC-0746,746,Igopogo,2:44,"2:44 & Igopogo",840,6382,40.803934,-119.203584,5200,7675
BRC-0747,747,Igopogo,2:46,"2:46 & Igopogo",729,6396,40.803972,-119.203971,5200,7675
BRC-0748,748,Igopogo,2:48,"2:48 & Igopogo",617,6408,40.804004,-119.204359,5200,7675
BRC-0749,749,Igopogo,2:50,"2:50 & Igopogo",505,6418,40.804031,-119.204747,5200,7675
BRC-0750,750,Igopogo,2:52,"2:52 & Igopogo",393,6425,40.804052,-119.205136,5200,7675
BRC-0751,751,Igopogo,2:54,"2:54 & Igopogo",281,6431,40.804069,-119.205526,5200,7675
BRC-0752,752,Igopogo,2:56,"2:56 & Igopogo",169,6435,40.804079,-119.205915,5200,7675
BRC-0753,753,Igopogo,2:58,"2:58 & Igopogo",56,6437,40.804085,-119.206305,5200,7675
BRC-0754,754,Igopogo,3:00,"3:00 & Igopogo",-56,6437,40.804085,-119.206695,5200,7675
BRC-0755,755,Igopogo,3:02,"3:02 & Igopogo",-169,6435,40.804079,-119.207085,5200,7675
BRC-0756,756,Igopogo,3:04,"3:04 & Igopogo",-281,6431,40.804069,-119.207474,5200,7675
BRC-0757,757,Igopogo,3:06,"3:06 & Igopogo",-393,6425,40.804052,-119.207864,5200,7675
BRC-0758,758,Igopogo,3:08,"3:08 & Igopogo",-505,6418,40.804031,-119.208253,5200,7675
BRC-0759,759,Igopogo,3:10,"3:10 & Igopogo",-617,6408,40.804004,-119.208641,5200,7675
BRC-0760,760,Igopogo,3:12,"3:12 & Igopogo",-729,6396,40.803972,-119.209029,5200,7675
BRC-0761,761,Igopogo,3:14,"3:14 & Igopogo",-840,6382,40.803934,-119.209416,5200,7675
BRC-0762,762,Igopogo,3:16,"3:16 & Igopogo",-952,6367,40.803891,-119.209802,5200,7675
BRC-0763,763,Igopogo,3:18,"3:18 & Igopogo",-1062,6349,40.803843,-119.210187,5200,7675
BRC-0764,764,Igopogo,3:20,"3:20 & Igopogo",-1173,6330,40.803789,-119.210571,5200,7675
BRC-0765,765,Igopogo,3:22,"3:22 & Igopogo",-1283,6308,40.803730,-119.210953,5200,7675
BRC-0766,766,Igopogo,3:24,"3:24 & Igopogo",-1393,6285,40.803666,-119.211335,5200,7675
BRC-0767,767,Igopogo,3:26,"3:26 & Igopogo",-1503,6260,40.803597,-119.211714,5200,7675
BRC-0768,768,Igopogo,3:28,"3:28 & Igopogo",-1612,6232,40.803522,-119.212093,5200,7675
BRC-0769,769,Igopogo,3:30,"3:30 & Igopogo",-1720,6203,40.803442,-119.212469,5200,7675
BRC-0770,770,Igopogo,3:32,"3:32 & Igopogo",-1828,6172,40.803357,-119.212844,5200,7675
BRC-0771,771,Igopogo,3:34,"3:34 & Igopogo",-1936,6140,40.803267,-119.213217,5200,7675
BRC-0772,772,Igopogo,3:36,"3:36 & Igopogo",-2043,6105,40.803172,-119.213588,5200,7675
BRC-0773,773,Igopogo,3:38,"3:38 & Igopogo",-2149,6068,40.803071,-119.213956,5200,7675
BRC-0774,774,Igopogo,3:40,"3:40 & Igopogo",-2254,6030,40.802965,-119.214323,5200,7675
BRC-0775,775,Igopogo,3:42,"3:42 & Igopogo",-2359,5990,40.802855,-119.214687,5200,7675
BRC-0776,776,Igopogo,3:44,"3:44 & Igopogo",-2464,5947,40.802739,-119.215048,5200,7675
BRC-0777,777,Igopogo,3:46,"3:46 & Igopogo",-2567,5904,40.802619,-119.215407,5200,7675
BRC-0778,778,Igopogo,3:48,"3:48 & Igopogo",-2670,5858,40.802493,-119.215763,5200,7675
BRC-0779,779,Igopogo,3:50,"3:50 & Igopogo",-2771,5810,40.802363,-119.216116,5200,7675
BRC-0780,780,Igopogo,3:52,"3:52 & Igopogo",-2872,5761,40.802227,-119.216467,5200,7675
BRC-0781,781,Igopogo,3:54,"3:54 & Igopogo",-2973,5710,40.802087,-119.216814,5200,7675
BRC-0782,782,Igopogo,3:56,"3:56 & Igopogo",-3072,5657,40.801942,-119.217158,5200,7675
BRC-0783,783,Igopogo,3:58,"3:58 & Igopogo",-3170,5603,40.801793,-119.217499,5200,7675
BRC-0784,784,Igopogo,4:00,"4:00 & Igopogo",-3267,5547,40.801638,-119.217837,5200,7675
BRC-0785,785,Igopogo,4:02,"4:02 & Igopogo",-3364,5489,40.801479,-119.218171,5200,7675
